Ax_RS,Ay_RS,Az_RS,Gx_RS,Gy_RS,Gz_RS,Ax_RA,Ay_RA,Az_RA,Gx_RA,Gy_RA,Gz_RA,Ax_RT,Ay_RT,Az_RT,Gx_RT,Gy_RT,Gz_RT,Ax_LT,Ay_LT,Az_LT,Gx_LT,Gy_LT,Gz_LT,Ax_LA,Ay_LA,Az_LA,Gx_LA,Gy_LA,Gz_LA,Ax_LS,Ay_LS,Az_LS,Gx_LS,Gy_LS,Gz_LS
-0.01,0.01,1.00,5.38,3.96,3.10,-0.00,0.02,1.01,4.32,-4.28,0.63,-0.01,-0.01,1.00,4.27,-3.07,-2.62,0.00,-0.03,1.01,1.18,1.54,1.60,0.01,0.01,1.00,2.31,1.79,4.45,0.00,0.01,1.00,3.32,2.73,4.53
0.00,0.01,0.98,5.34,4.21,2.89,-0.00,0.02,1.01,4.19,-4.14,0.51,-0.01,-0.00,1.00,3.59,-3.20,-2.98,-0.00,-0.03,1.00,1.90,1.56,2.15,-0.00,0.02,1.00,2.41,1.97,4.46,-0.00,0.01,0.99,3.98,2.85,4.34
-0.00,0.00,0.98,4.95,3.92,2.70,-0.00,0.02,1.01,4.00,-4.25,0.73,-0.01,-0.00,1.00,3.21,-3.22,-3.26,-0.00,-0.02,1.00,2.18,1.69,2.62,-0.00,0.02,0.99,2.48,2.15,4.34,0.00,0.02,0.99,4.04,2.75,4.26
0.00,-0.01,0.97,4.73,4.02,2.60,0.00,0.02,1.01,3.76,-3.94,0.66,-0.00,-0.01,1.01,2.47,-3.18,-3.46,0.00,-0.02,1.01,2.61,1.79,2.92,-0.01,0.02,1.00,2.76,2.23,4.17,-0.00,0.02,1.00,4.11,2.52,4.00
0.01,-0.01,0.99,4.45,3.98,2.57,0.01,0.02,1.01,3.85,-4.19,0.65,-0.00,-0.00,1.00,1.37,-2.84,-3.73,-0.01,-0.01,1.00,2.80,1.79,3.29,-0.00,0.02,1.00,2.85,2.11,4.08,-0.00,0.02,0.98,4.25,2.56,4.14
0.01,-0.01,0.99,4.10,3.99,2.37,-0.00,0.02,1.02,3.55,-4.08,0.68,0.00,0.00,1.00,0.53,-3.43,-3.92,-0.01,-0.01,1.00,3.44,1.95,3.58,-0.01,0.03,1.00,2.68,2.31,4.01,0.00,0.03,0.98,4.43,2.84,3.89
0.00,-0.00,0.98,3.56,3.99,2.28,-0.00,0.02,1.01,3.34,-4.05,0.67,0.00,-0.00,1.00,-0.05,-3.56,-3.90,0.01,-0.00,1.00,3.30,1.73,3.85,0.01,0.02,1.00,2.61,2.45,3.92,0.00,0.03,0.98,4.46,2.99,4.08
0.00,-0.01,0.99,3.47,3.73,2.44,0.00,0.02,1.01,3.30,-3.98,0.42,0.01,0.00,0.99,0.02,-3.55,-4.31,-0.00,-0.00,1.00,3.44,1.82,4.07,0.00,0.02,0.99,2.63,2.24,3.72,0.00,0.02,0.99,4.76,2.98,3.72
0.01,-0.01,1.00,3.24,4.03,2.37,-0.00,0.02,1.00,3.17,-4.30,0.15,0.01,0.00,0.99,0.46,-3.56,-4.40,0.00,0.00,0.99,3.38,1.65,4.26,-0.00,0.02,0.98,2.82,2.60,3.82,0.00,0.03,0.98,4.80,2.94,3.56
0.01,-0.02,0.99,3.30,4.09,2.40,0.00,0.02,1.00,3.34,-4.19,0.19,0.00,0.01,0.99,0.35,-3.47,-4.37,-0.00,0.01,1.00,3.48,1.79,4.20,-0.00,0.03,0.99,2.80,2.40,3.81,0.00,0.02,0.98,4.77,2.71,3.60
-0.00,-0.01,0.98,3.09,4.18,2.72,-0.00,0.02,1.01,3.51,-4.34,0.21,0.01,0.01,1.00,0.25,-3.34,-4.29,0.00,0.01,1.00,3.54,1.81,4.47,-0.00,0.03,0.99,2.81,2.44,3.88,0.01,0.02,0.99,4.59,2.83,3.67
0.01,-0.03,0.97,2.35,4.11,2.63,-0.01,0.03,1.00,3.38,-4.67,0.05,0.01,0.01,0.99,0.06,-3.22,-4.26,0.01,0.01,1.00,3.31,1.65,4.34,-0.00,0.02,0.98,2.72,2.53,3.88,0.01,0.02,0.99,4.63,2.94,3.67
-0.00,-0.03,0.99,2.26,4.18,2.73,-0.01,0.03,1.00,2.97,-4.66,0.02,0.00,0.01,0.99,0.37,-3.56,-3.87,0.01,0.01,1.00,3.14,1.73,4.08,0.00,0.03,0.99,2.47,2.57,3.92,0.01,0.02,0.98,4.24,2.76,3.65
0.01,-0.03,0.97,2.70,4.08,2.85,-0.00,0.03,1.00,2.94,-4.79,-0.36,-0.01,0.00,1.00,0.07,-3.39,-3.45,0.01,0.02,1.00,2.92,1.79,3.95,-0.00,0.02,0.98,2.40,2.46,3.84,0.00,0.02,0.99,4.15,3.18,3.70
0.00,-0.03,0.98,2.60,4.29,3.17,-0.00,0.02,1.01,2.85,-4.89,-0.44,-0.00,-0.01,1.00,0.04,-3.15,-3.33,0.01,0.01,1.01,2.73,1.60,3.84,0.00,0.02,0.99,2.16,2.53,3.75,0.01,0.02,0.98,3.68,3.05,3.79
0.01,-0.02,0.97,2.50,4.37,3.09,-0.01,0.02,1.02,2.83,-5.02,-0.57,-0.00,-0.01,1.01,-0.33,-2.89,-2.89,0.00,0.01,1.01,2.34,1.69,3.24,0.01,0.03,0.99,2.20,2.56,3.90,0.00,0.02,0.99,3.64,3.26,3.82
0.00,-0.01,0.98,2.46,4.29,3.35,-0.00,0.02,1.01,2.71,-4.84,-0.83,0.00,-0.01,1.01,-0.45,-3.05,-2.43,0.00,0.01,1.01,2.11,1.83,3.05,0.00,0.03,0.99,2.08,2.35,3.93,0.00,0.01,0.99,3.17,3.38,4.06
-0.00,0.00,0.98,2.24,4.32,3.43,0.00,0.02,1.01,2.82,-5.03,-0.72,-0.00,-0.02,1.02,0.04,-3.24,-2.40,0.00,0.01,1.01,1.78,1.66,2.66,0.00,0.02,0.99,1.66,2.18,4.02,0.01,0.01,0.98,3.31,3.40,3.98
0.01,0.00,0.97,2.34,4.14,3.55,-0.00,0.01,1.01,2.81,-5.13,-0.78,-0.00,-0.02,1.01,0.86,-3.17,-2.27,0.00,-0.00,0.99,1.63,1.89,2.37,-0.00,0.02,0.99,1.86,2.35,4.21,0.00,0.01,0.99,2.89,3.61,4.00
0.01,0.00,0.98,2.67,4.26,3.36,0.00,0.01,1.02,2.88,-4.79,-0.64,0.00,-0.03,1.00,1.15,-2.77,-2.37,-0.01,-0.00,1.00,1.44,1.80,2.12,-0.01,0.02,0.99,1.82,2.25,4.12,0.00,0.01,1.00,2.69,3.53,3.91
0.01,0.01,0.97,2.67,4.33,3.40,-0.00,0.01,1.02,2.53,-5.31,-0.73,-0.00,-0.03,1.01,1.49,-2.60,-2.11,-0.00,-0.00,1.02,1.21,2.08,1.74,-0.00,0.02,1.00,1.82,2.44,4.38,0.00,0.00,1.00,2.78,3.48,4.15
0.00,0.02,0.98,2.58,4.39,3.47,0.00,0.01,1.02,3.05,-5.27,-0.43,0.00,-0.03,1.01,1.85,-2.82,-2.11,-0.00,-0.00,1.00,1.22,2.25,1.61,-0.00,0.03,0.99,2.13,2.44,4.40,-0.00,0.01,1.00,2.82,3.60,4.04
0.01,0.01,0.98,2.63,3.79,3.31,-0.00,0.01,1.02,3.05,-5.10,-0.40,0.00,-0.02,1.01,2.10,-3.59,-2.63,-0.00,0.00,1.01,1.27,2.05,1.30,0.01,0.02,0.99,1.91,2.48,4.62,0.00,0.00,0.99,2.71,3.69,4.10
0.01,0.00,0.97,2.76,4.20,3.20,0.00,0.03,1.02,2.95,-5.07,-0.41,0.00,-0.02,1.00,2.56,-4.02,-2.66,-0.01,0.00,1.01,1.08,2.07,1.29,0.00,0.02,0.99,2.36,2.63,4.58,-0.00,0.01,0.99,2.75,3.66,4.11
0.01,0.01,0.97,2.98,4.08,3.35,0.01,0.02,1.01,3.09,-5.12,-0.26,0.00,-0.02,0.99,2.42,-3.64,-3.01,-0.01,-0.01,1.00,0.95,2.15,1.03,0.00,0.02,0.99,2.38,2.76,4.70,0.00,0.01,1.00,2.91,3.66,4.15
0.01,0.00,0.97,2.99,4.33,3.28,-0.00,0.02,1.02,3.03,-5.27,-0.24,-0.00,-0.02,0.99,2.04,-3.82,-3.05,-0.01,0.00,1.00,0.74,2.02,0.86,0.00,0.02,0.99,2.59,2.94,4.57,0.01,0.02,1.00,3.05,3.76,4.21
0.01,0.00,0.97,3.07,4.39,3.26,-0.00,0.02,1.02,2.92,-5.33,-0.11,-0.01,-0.03,1.02,1.60,-3.62,-2.86,0.00,0.00,1.00,0.64,2.14,0.75,-0.00,0.03,0.99,2.67,3.18,4.47,0.01,0.02,1.00,3.27,3.53,4.12
0.00,0.01,0.98,3.04,4.11,3.17,0.00,0.02,1.02,2.68,-5.22,-0.32,-0.01,-0.03,1.01,0.93,-3.31,-2.76,-0.00,0.01,1.00,0.51,2.13,0.66,0.00,0.04,0.99,2.61,3.04,4.73,0.01,0.02,1.00,3.37,3.66,4.32
-0.00,0.01,0.98,3.07,4.45,3.17,-0.01,0.02,1.02,2.62,-5.05,-0.24,0.00,-0.04,1.01,0.07,-3.14,-2.74,0.00,0.01,1.00,0.47,1.73,0.56,-0.01,0.03,0.99,2.76,3.40,4.64,0.00,0.02,0.98,3.53,3.63,4.37
-0.00,0.02,0.98,2.84,4.55,3.08,-0.00,0.02,1.02,2.95,-4.98,-0.08,-0.01,-0.04,1.01,-0.47,-3.16,-2.32,0.01,0.02,1.02,0.26,1.90,0.53,-0.00,0.04,0.99,2.70,3.44,4.63,-0.01,0.04,0.98,3.26,3.69,4.21
0.00,0.02,0.97,2.82,4.75,2.82,-0.01,0.02,1.02,2.34,-4.85,-0.07,0.00,-0.04,1.01,-0.34,-3.36,-2.46,0.01,0.02,1.00,-0.08,1.95,0.56,-0.01,0.04,0.98,2.63,3.36,4.57,0.00,0.04,0.98,3.28,3.58,4.08
-0.01,0.03,0.98,2.85,4.79,2.66,-0.00,0.01,1.02,2.64,-4.84,0.27,-0.01,-0.04,1.00,0.38,-3.15,-2.63,0.01,0.02,1.01,0.08,2.22,0.85,-0.00,0.05,0.98,2.51,3.45,4.44,0.00,0.04,0.97,3.32,3.76,4.03
-0.00,0.03,0.97,2.66,4.78,2.20,-0.01,0.01,1.02,2.60,-5.00,0.73,-0.01,-0.05,1.00,0.78,-2.93,-3.04,0.01,0.02,1.01,-0.08,2.42,0.89,-0.00,0.04,0.99,2.23,3.52,4.16,-0.00,0.05,0.96,3.24,3.69,3.87
-0.01,0.04,0.98,2.67,4.86,2.29,-0.01,0.01,1.02,2.26,-4.77,0.88,-0.01,-0.04,1.00,1.56,-2.79,-3.53,0.01,0.02,0.99,-0.13,2.54,0.93,0.00,0.04,0.97,2.11,3.46,4.03,0.00,0.05,0.97,3.17,3.76,3.75
-0.00,0.03,0.98,3.02,5.00,1.98,-0.01,0.01,1.04,2.90,-4.68,1.07,-0.02,-0.04,1.00,2.11,-2.94,-4.01,0.01,0.02,1.00,-0.32,2.60,0.96,0.00,0.05,0.98,1.88,3.44,3.64,0.00,0.05,0.96,2.95,3.89,3.68
-0.01,0.04,0.96,3.02,4.98,1.65,-0.01,0.01,1.02,2.80,-4.66,1.44,-0.02,-0.05,1.00,2.03,-3.04,-4.39,0.01,0.02,0.99,-0.50,2.73,1.12,0.00,0.05,0.97,1.73,3.31,3.66,0.01,0.05,0.97,3.07,4.19,3.73
-0.01,0.04,0.97,3.31,5.15,1.56,-0.01,0.01,1.02,3.00,-4.39,1.74,-0.02,-0.04,1.00,1.77,-3.34,-4.91,0.01,0.03,0.99,-0.66,3.30,1.03,-0.00,0.05,0.98,1.56,3.40,3.66,-0.01,0.06,0.96,2.82,4.01,3.43
-0.01,0.04,0.98,3.66,5.10,1.36,-0.01,0.02,1.03,3.44,-4.51,1.92,-0.02,-0.04,1.01,2.08,-3.94,-5.06,0.01,0.03,0.99,-0.63,3.19,1.32,-0.00,0.05,0.99,1.57,3.25,3.68,0.00,0.05,0.97,2.51,4.06,3.29
-0.01,0.02,0.96,3.47,5.30,1.38,-0.01,0.01,1.03,3.62,-4.50,2.05,-0.01,-0.04,1.01,2.36,-4.21,-5.10,0.00,0.02,0.99,-0.47,3.21,1.76,0.00,0.04,0.98,1.19,3.36,3.38,-0.00,0.04,0.97,2.29,4.26,3.34
0.00,0.02,0.96,3.93,5.55,1.47,-0.01,0.01,1.04,3.63,-4.25,2.15,-0.01,-0.03,1.01,2.36,-3.83,-5.23,0.01,0.02,0.99,-0.53,3.47,1.81,-0.00,0.04,0.99,1.36,3.53,3.33,0.00,0.04,0.97,2.14,4.32,2.99
-0.00,0.02,0.98,4.41,5.47,1.38,-0.00,0.01,1.02,3.85,-4.56,2.27,-0.00,-0.05,1.02,2.25,-3.86,-5.21,0.00,0.02,0.99,-0.39,3.36,1.86,-0.00,0.03,0.98,1.22,3.44,3.08,-0.00,0.05,0.97,2.32,4.19,2.82
0.01,0.02,0.96,4.48,5.60,1.34,-0.01,0.02,1.03,4.02,-4.60,2.24,-0.01,-0.04,1.02,1.72,-3.86,-5.14,0.01,0.01,0.98,-0.14,3.63,2.08,-0.00,0.04,0.98,1.40,3.73,3.29,0.00,0.04,0.98,2.27,4.27,2.59
0.00,0.01,0.96,4.35,5.62,1.27,-0.01,0.01,1.03,3.78,-4.49,2.42,-0.02,-0.04,1.02,1.76,-4.13,-4.99,0.00,0.01,0.98,0.29,3.85,2.38,-0.00,0.04,0.98,1.36,3.66,2.91,-0.00,0.04,0.98,2.36,4.37,2.70
0.00,0.01,0.96,4.54,5.70,1.17,-0.00,0.03,1.02,3.79,-4.70,2.51,0.00,-0.04,1.02,2.34,-3.92,-4.66,0.00,0.01,1.00,0.42,3.73,2.57,0.00,0.05,0.99,1.33,3.74,3.01,0.00,0.04,0.98,2.60,4.10,2.45
0.01,0.01,0.97,4.75,6.02,1.21,-0.00,0.02,1.02,3.56,-4.63,2.50,-0.01,-0.04,1.02,2.32,-3.85,-4.35,0.00,0.01,0.99,0.28,3.52,2.77,-0.00,0.04,0.99,1.18,3.79,2.87,0.00,0.04,0.98,2.47,4.18,2.54
0.00,0.01,0.98,4.75,6.04,1.08,-0.01,0.02,1.02,3.70,-4.40,2.33,-0.00,-0.04,1.02,2.60,-3.63,-4.27,-0.00,0.01,1.00,0.18,3.34,2.88,-0.00,0.04,0.99,1.39,4.05,2.79,-0.00,0.04,0.98,2.85,4.22,2.51
0.01,0.03,0.97,4.75,6.19,1.20,-0.00,0.02,1.03,3.82,-4.44,2.52,-0.00,-0.04,1.02,2.50,-3.66,-4.46,0.00,0.01,0.99,0.11,3.54,2.90,-0.01,0.04,0.98,1.62,4.08,2.46,0.01,0.04,0.98,2.92,4.38,2.29
0.00,0.02,0.96,4.66,6.07,1.25,0.00,0.02,1.03,3.66,-4.51,2.66,0.00,-0.03,1.01,3.08,-3.58,-4.31,0.01,0.01,1.00,-0.34,3.50,3.18,-0.01,0.04,0.99,1.66,4.31,2.51,0.00,0.03,0.98,2.84,4.23,2.21
0.00,0.02,0.97,5.18,6.25,1.21,-0.01,0.01,1.02,3.85,-4.53,2.87,-0.00,-0.03,1.00,3.25,-3.54,-4.72,-0.00,0.01,1.01,-0.44,3.53,3.18,0.00,0.04,0.99,1.76,4.23,2.76,0.01,0.04,0.98,3.15,4.20,2.07
-0.00,0.02,0.97,5.24,6.44,1.08,-0.01,0.01,1.03,4.12,-4.43,2.95,-0.00,-0.03,1.01,3.88,-3.51,-4.71,0.00,0.02,1.00,-0.59,3.58,3.22,0.00,0.04,0.99,1.73,4.50,2.54,-0.00,0.03,0.97,3.21,4.45,2.25
0.00,0.01,0.97,5.14,6.47,1.17,-0.00,0.02,1.02,4.05,-4.56,3.02,-0.00,-0.03,1.00,4.23,-3.53,-4.93,0.00,0.01,1.01,-0.90,3.50,3.43,0.00,0.04,0.98,1.73,4.66,2.63,0.01,0.03,0.98,2.95,4.60,2.15
0.00,0.01,0.96,4.81,6.47,0.95,-0.01,0.02,1.02,4.12,-4.73,2.81,-0.01,-0.03,1.01,4.44,-3.79,-5.27,-0.00,0.01,0.99,-0.83,3.37,3.38,0.00,0.04,0.98,1.60,4.64,2.71,0.00,0.04,0.97,2.85,4.31,2.19
-0.00,0.00,0.96,4.70,6.60,0.96,-0.01,0.03,1.02,4.19,-4.68,3.15,-0.01,-0.02,1.02,4.65,-4.01,-5.28,0.01,0.01,1.00,-1.10,3.56,3.37,-0.00,0.04,0.97,1.66,4.85,2.62,0.01,0.03,0.97,3.03,4.29,2.18
0.01,0.00,0.96,5.13,6.49,1.02,-0.01,0.02,1.03,4.05,-4.64,2.92,-0.00,-0.02,1.01,4.59,-4.30,-5.53,0.01,0.01,0.99,-0.89,3.75,3.27,-0.00,0.04,0.98,1.73,4.76,2.56,0.00,0.03,0.97,2.89,4.40,1.94
-0.01,-0.00,0.96,4.36,6.45,0.96,-0.01,0.03,1.03,3.85,-4.85,3.02,-0.01,-0.02,1.01,4.30,-4.37,-5.72,0.01,0.01,1.00,-0.92,3.67,3.38,0.00,0.04,0.97,1.60,4.82,2.68,0.00,0.03,0.97,2.97,4.82,1.90
0.00,-0.00,0.95,4.11,6.37,0.63,-0.02,0.03,1.02,3.79,-4.79,3.05,-0.01,-0.02,1.00,3.67,-4.52,-5.68,0.02,0.01,0.99,-0.60,3.71,3.73,-0.00,0.04,0.96,1.32,4.82,2.57,-0.00,0.03,0.96,2.98,4.63,1.82
-0.01,-0.00,0.96,4.15,6.54,0.74,-0.00,0.03,1.05,3.89,-4.74,2.92,-0.01,-0.03,1.00,2.87,-4.32,-5.72,0.01,0.00,0.99,-0.26,3.95,3.79,0.00,0.04,0.97,1.34,4.81,2.49,-0.00,0.02,0.97,3.08,4.62,2.07
0.01,0.01,0.97,4.34,6.78,0.86,-0.00,0.03,1.04,3.98,-4.76,3.18,-0.01,-0.03,1.01,2.08,-4.16,-5.71,0.01,0.00,0.99,-0.04,4.16,3.92,0.00,0.03,0.98,1.43,4.76,2.59,-0.00,0.03,0.97,2.97,4.70,2.02
0.01,0.01,0.96,4.21,6.75,0.98,-0.01,0.03,1.04,3.84,-5.00,2.96,-0.01,-0.02,1.03,1.70,-4.21,-5.39,0.01,-0.00,0.99,0.26,4.27,3.98,-0.00,0.04,0.96,1.64,5.03,2.63,0.00,0.02,0.96,3.19,4.50,1.93
0.01,0.00,0.95,4.41,7.23,0.99,-0.00,0.03,1.03,4.09,-4.92,3.08,-0.00,-0.03,1.02,1.90,-4.33,-5.53,0.01,0.00,0.99,0.33,4.27,4.08,-0.01,0.04,0.97,1.80,4.92,2.50,-0.00,0.02,0.97,3.01,5.04,2.05
0.01,0.01,0.95,4.66,7.18,1.05,-0.00,0.02,1.03,4.21,-5.05,3.02,0.00,-0.02,1.02,2.11,-4.40,-5.45,0.01,-0.00,0.98,0.30,4.44,4.06,-0.00,0.04,0.97,1.63,4.92,2.73,-0.00,0.02,0.97,3.16,4.98,2.09
0.00,0.00,0.95,4.44,6.96,1.32,-0.01,0.02,1.03,4.50,-5.03,2.79,0.01,-0.02,1.02,2.30,-4.73,-5.52,0.01,0.00,0.99,0.13,4.38,4.24,-0.00,0.04,0.98,1.91,5.19,2.97,0.00,0.02,0.97,3.37,4.96,2.34
0.01,-0.01,0.96,4.83,7.08,1.42,-0.01,0.03,1.03,4.44,-5.05,2.68,-0.00,-0.01,1.01,2.20,-4.43,-5.68,0.01,-0.00,0.98,0.16,4.37,4.02,0.01,0.04,0.97,1.92,5.15,2.96,0.00,0.03,0.97,3.37,4.82,2.12
0.01,-0.00,0.95,5.10,7.16,1.51,-0.00,0.02,1.03,4.17,-5.08,2.96,-0.00,-0.01,1.02,1.82,-4.31,-5.83,0.01,-0.00,0.99,0.20,4.36,4.02,0.00,0.04,0.97,2.11,4.98,2.99,-0.00,0.02,0.98,3.50,4.97,2.21
0.01,-0.00,0.95,4.83,7.42,1.61,-0.01,0.02,1.04,4.76,-5.56,2.68,-0.00,-0.01,1.02,1.79,-4.65,-5.94,0.01,-0.00,0.98,-0.07,4.32,4.02,0.01,0.04,0.98,2.02,5.06,3.10,0.00,0.02,0.97,3.62,5.22,2.21
0.01,-0.01,0.95,4.35,7.07,1.47,-0.01,0.02,1.03,4.24,-5.35,2.53,0.00,-0.01,1.03,1.79,-4.85,-5.79,0.01,-0.00,0.99,0.05,4.15,4.06,0.00,0.04,0.97,2.14,5.06,3.18,0.00,0.01,0.98,3.44,5.09,2.41
0.01,-0.02,0.96,4.90,7.27,1.89,-0.00,0.03,1.03,3.98,-5.20,2.41,0.01,-0.01,1.01,1.98,-4.73,-5.62,0.01,-0.01,0.99,0.31,4.34,4.21,0.00,0.04,0.98,2.15,5.08,3.34,0.00,0.02,0.98,3.79,5.06,2.48
0.01,-0.01,0.95,5.21,7.53,2.25,-0.00,0.03,1.03,4.58,-5.82,2.28,0.00,-0.01,1.01,1.82,-4.89,-5.83,0.01,-0.01,0.99,0.14,4.39,4.31,0.00,0.04,0.97,2.21,5.25,3.43,0.01,0.01,0.97,4.08,5.41,2.65
0.01,-0.02,0.95,4.56,7.49,2.34,-0.01,0.03,1.03,4.31,-5.87,2.18,0.00,-0.00,1.01,1.54,-5.08,-5.56,0.00,-0.01,0.99,0.31,4.21,4.34,0.00,0.04,0.97,2.35,5.08,3.40,0.00,0.02,0.97,4.21,5.31,2.52
0.02,-0.02,0.96,4.85,7.42,2.60,-0.01,0.03,1.02,4.47,-5.83,1.94,0.00,-0.00,1.02,1.15,-5.46,-5.55,0.01,-0.01,0.98,0.32,4.37,4.36,0.00,0.04,0.98,2.35,5.30,3.63,-0.00,0.01,0.97,4.11,5.19,2.64
0.01,-0.02,0.96,4.95,7.40,2.84,-0.00,0.03,1.02,4.51,-5.92,1.67,0.00,0.00,1.01,0.80,-5.25,-5.29,0.00,-0.01,0.99,0.61,4.48,4.40,0.00,0.04,0.97,2.43,5.33,3.75,0.01,0.01,0.96,4.27,5.27,2.81
0.02,-0.03,0.96,4.96,7.60,2.87,-0.01,0.03,1.02,5.12,-6.17,1.43,0.01,0.01,1.01,0.34,-5.19,-5.47,-0.00,-0.00,0.98,0.89,4.50,4.47,-0.01,0.04,0.97,2.94,5.44,3.89,0.01,0.01,0.97,4.69,5.47,2.75
0.01,-0.02,0.95,5.29,7.58,3.31,-0.01,0.03,1.04,5.05,-6.38,1.27,0.01,0.00,1.02,0.47,-5.15,-5.29,0.01,-0.00,0.99,1.14,4.50,4.50,-0.00,0.04,0.97,3.23,5.54,4.21,0.00,0.01,0.97,4.88,5.56,2.89
0.01,-0.02,0.95,5.33,7.52,3.68,-0.01,0.04,1.03,5.03,-6.32,1.18,-0.00,0.00,1.03,0.15,-5.23,-4.97,0.01,-0.01,0.99,1.08,4.56,4.41,0.00,0.04,0.97,3.05,5.63,4.30,0.00,0.01,0.96,4.69,5.57,2.98
0.00,-0.02,0.94,5.21,7.30,3.66,-0.02,0.04,1.04,5.41,-6.65,1.06,-0.01,0.00,1.03,0.40,-5.33,-4.91,0.01,-0.01,0.99,0.93,4.61,4.34,0.00,0.05,0.96,3.17,5.53,4.47,0.00,0.01,0.95,5.23,5.62,2.95
0.00,-0.03,0.94,4.89,7.43,3.75,-0.01,0.04,1.03,5.19,-6.84,0.83,-0.01,-0.00,1.03,0.54,-5.68,-4.92,0.02,-0.01,1.00,0.63,4.94,4.21,0.00,0.04,0.97,3.38,5.53,4.60,0.01,0.01,0.96,5.19,5.56,3.33
0.01,-0.03,0.94,4.98,7.45,4.02,-0.01,0.04,1.04,5.18,-7.04,0.79,-0.01,-0.01,1.03,0.60,-5.68,-4.74,0.02,-0.00,0.98,0.66,4.98,4.11,-0.00,0.05,0.96,3.27,5.47,4.67,0.00,0.01,0.96,5.31,5.65,3.53
0.00,-0.03,0.94,4.84,7.77,4.04,-0.01,0.04,1.05,5.02,-6.99,0.16,-0.01,0.00,1.03,0.36,-5.91,-4.81,0.01,-0.00,0.99,0.60,4.78,4.15,0.00,0.05,0.96,3.23,5.50,4.88,0.01,0.01,0.95,5.48,5.66,3.58
0.01,-0.02,0.93,4.77,7.76,4.33,-0.02,0.04,1.04,4.79,-7.24,0.16,-0.01,-0.01,1.03,0.25,-6.13,-4.97,0.01,-0.00,0.99,0.83,5.03,4.15,-0.00,0.05,0.96,3.11,5.68,4.93,0.00,0.02,0.95,4.93,5.96,3.68
0.00,-0.01,0.94,4.27,7.75,4.16,-0.02,0.03,1.04,4.40,-7.27,0.15,-0.01,-0.01,1.03,0.21,-5.76,-4.95,0.01,0.00,0.98,0.78,5.06,3.86,-0.00,0.05,0.96,2.84,5.39,5.19,0.00,0.02,0.96,5.26,5.84,3.71
-0.00,-0.01,0.94,4.22,7.67,4.40,-0.01,0.03,1.04,4.63,-7.29,-0.02,-0.01,-0.01,1.04,0.18,-5.87,-5.03,0.01,0.00,0.98,0.63,5.31,3.87,-0.00,0.05,0.96,2.96,5.76,5.33,-0.00,0.03,0.96,4.87,5.89,3.86
0.01,-0.01,0.94,4.28,7.69,4.57,-0.02,0.03,1.04,4.37,-7.46,-0.21,-0.02,-0.02,1.03,-0.13,-5.92,-5.12,0.01,0.01,0.99,0.33,5.43,3.68,0.00,0.04,0.96,2.95,5.56,5.49,0.00,0.02,0.97,5.11,6.14,4.06
0.01,-0.01,0.94,4.09,7.88,4.68,-0.01,0.03,1.04,4.57,-7.60,-0.40,-0.01,-0.01,1.02,-0.48,-6.35,-5.11,0.01,-0.00,0.98,0.32,5.44,3.69,0.00,0.04,0.96,3.11,5.67,5.51,0.01,0.01,0.95,4.89,6.25,4.16
0.01,-0.01,0.94,4.08,7.83,4.88,-0.00,0.03,1.03,4.40,-7.38,-0.31,-0.01,-0.01,1.02,-0.45,-6.35,-5.15,0.01,-0.01,0.98,0.13,5.24,3.73,0.01,0.05,0.96,3.03,5.70,5.44,0.01,0.01,0.96,4.66,6.21,4.13
0.01,-0.00,0.94,4.15,7.75,4.93,-0.00,0.03,1.04,4.40,-7.60,-0.47,0.00,-0.01,1.03,-0.70,-6.30,-5.51,0.02,-0.00,0.99,0.08,5.36,3.68,0.00,0.04,0.97,2.92,5.80,5.76,0.01,0.01,0.96,4.98,6.24,4.34
0.00,-0.01,0.95,3.98,7.73,5.11,-0.01,0.03,1.04,4.73,-7.83,-0.44,-0.00,-0.01,1.04,-1.15,-6.41,-5.64,0.01,-0.01,0.98,-0.08,5.30,3.67,0.00,0.05,0.97,3.20,5.81,6.02,0.00,0.02,0.96,5.18,6.32,4.63
0.02,-0.01,0.94,4.17,7.56,5.36,-0.01,0.03,1.05,5.01,-8.21,-0.85,0.00,-0.01,1.03,-1.53,-6.27,-5.63,0.01,-0.00,0.98,-0.16,5.35,3.66,-0.00,0.05,0.96,3.39,5.67,6.05,-0.00,0.00,0.97,5.77,6.34,4.73
0.01,-0.00,0.95,4.18,7.76,5.52,-0.01,0.02,1.05,5.33,-8.30,-0.91,0.00,-0.01,1.03,-1.32,-6.37,-5.77,0.02,0.00,0.98,-0.07,5.43,3.55,0.00,0.05,0.96,3.79,5.78,6.44,0.00,0.00,0.96,6.02,6.17,5.21
0.02,-0.01,0.94,4.31,7.79,5.73,-0.02,0.03,1.04,5.65,-8.60,-0.88,0.00,-0.02,1.02,-1.56,-6.18,-5.66,0.01,-0.00,0.98,0.24,5.58,3.60,-0.00,0.05,0.96,3.91,5.73,6.60,-0.01,0.01,0.96,6.03,6.33,5.12
0.00,-0.01,0.94,4.69,7.89,6.05,-0.01,0.03,1.05,5.63,-8.84,-1.07,0.00,-0.01,1.03,-1.91,-6.62,-5.91,0.01,-0.00,0.98,0.40,5.34,3.60,0.00,0.05,0.95,4.34,5.95,6.74,-0.00,0.00,0.95,6.55,6.49,5.44
